TimeDeltaIndex,Time_s,P_fuel_kW,P_thermal_kW,T_out_degC,G_losses,eta,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1793700,1793700,747.93,605.57,65,1332.62,0.81,21.05,547.04,65,55,3
1794000,1794000,748.07,605.68,65,1332.62,0.81,20.97,547.04,65,55,3
1794300,1794300,748.2,605.78,65,1332.62,0.81,20.88,547.04,65,55,3
1794600,1794600,748.33,605.89,65,1332.62,0.81,20.8,547.04,65,55,3
1794900,1794900,748.47,606,65,1332.62,0.81,20.72,547.04,65,55,3
1795200,1795200,748.6,606.12,65,1332.62,0.81,20.63,547.04,65,55,3
1795500,1795500,748.74,606.23,65,1332.62,0.81,20.55,547.04,65,55,3
1795800,1795800,748.87,606.34,65,1332.62,0.81,20.47,547.04,65,55,3
1796100,1796100,749,606.44,65,1332.62,0.81,20.38,547.04,65,55,3
1796400,1796400,749.12,606.54,65,1332.62,0.81,20.3,547.04,65,55,3
1796700,1796700,749.29,606.68,65,1332.62,0.81,20.2,547.04,65,55,3
1797000,1797000,749.46,606.82,65,1332.62,0.81,20.1,547.04,65,55,3
1797300,1797300,749.62,606.95,65,1332.62,0.81,20,547.04,65,55,3
1797600,1797600,749.78,607.08,65,1332.62,0.81,19.9,547.04,65,55,3
1797900,1797900,749.94,607.21,65,1332.62,0.81,19.8,547.04,65,55,3
1798200,1798200,750.1,607.34,65,1332.62,0.81,19.7,547.04,65,55,3
1798500,1798500,750.26,607.47,65,1332.62,0.81,19.6,547.04,65,55,3
1798800,1798800,750.43,607.61,65,1332.62,0.81,19.5,547.04,65,55,3
1799100,1799100,750.59,607.74,65,1332.62,0.81,19.4,547.04,65,55,3
1799400,1799400,750.75,607.87,65,1332.62,0.81,19.3,547.04,65,55,3
1799700,1799700,750.9,608,65,1332.62,0.81,19.2,547.04,65,55,3
1800000,1800000,751.05,608.12,65,1332.62,0.81,19.1,547.04,65,55,3
1800300,1800300,751.24,608.28,65,1332.62,0.81,18.99,547.04,65,55,3
1800600,1800600,751.43,608.43,65,1332.62,0.81,18.88,547.04,65,55,3
1800900,1800900,751.6,608.57,65,1332.62,0.81,18.78,547.04,65,55,3
1801200,1801200,751.77,608.71,65,1332.62,0.81,18.67,547.04,65,55,3
1801500,1801500,751.95,608.85,65,1332.62,0.81,18.56,547.04,65,55,3
1801800,1801800,752.12,609,65,1332.62,0.81,18.45,547.04,65,55,3
1802100,1802100,752.3,609.14,65,1332.62,0.81,18.34,547.04,65,55,3
1802400,1802400,752.48,609.29,65,1332.62,0.81,18.23,547.04,65,55,3
1802700,1802700,752.66,609.43,65,1332.62,0.81,18.13,547.04,65,55,3
1803000,1803000,752.83,609.57,65,1332.62,0.81,18.02,547.04,65,55,3
1803300,1803300,753,609.71,65,1332.62,0.81,17.91,547.04,65,55,3
1803600,1803600,753.15,609.84,65,1332.62,0.81,17.8,547.04,65,55,3
1803900,1803900,753.32,609.98,65,1332.62,0.81,17.72,547.04,65,55,3
1804200,1804200,753.47,610.1,65,1332.62,0.81,17.63,547.04,65,55,3
1804500,1804500,753.61,610.21,65,1332.62,0.81,17.55,547.04,65,55,3
1804800,1804800,753.73,610.32,65,1332.62,0.81,17.47,547.04,65,55,3
1805100,1805100,753.87,610.42,65,1332.62,0.81,17.38,547.04,65,55,3
1805400,1805400,754,610.54,65,1332.62,0.81,17.3,547.04,65,55,3
1805700,1805700,754.14,610.65,65,1332.62,0.81,17.22,547.04,65,55,3
1806000,1806000,754.28,610.76,65,1332.62,0.81,17.13,547.04,65,55,3
1806300,1806300,754.42,610.88,65,1332.62,0.81,17.05,547.04,65,55,3
1806600,1806600,754.55,610.98,65,1332.62,0.81,16.97,547.04,65,55,3
1806900,1806900,754.68,611.09,65,1332.62,0.81,16.88,547.04,65,55,3
1807200,1807200,754.8,611.19,65,1332.62,0.81,16.8,547.04,65,55,3
1807500,1807500,754.96,611.32,65,1332.62,0.81,16.72,547.04,65,55,3
1807800,1807800,755.1,611.43,65,1332.62,0.81,16.63,547.04,65,55,3
1808100,1808100,755.24,611.54,65,1332.62,0.81,16.55,547.04,65,55,3
1808400,1808400,755.37,611.65,65,1332.62,0.81,16.47,547.04,65,55,3
1808700,1808700,755.5,611.76,65,1332.62,0.81,16.38,547.04,65,55,3
1809000,1809000,755.64,611.87,65,1332.62,0.81,16.3,547.04,65,55,3
1809300,1809300,755.77,611.99,65,1332.62,0.81,16.22,547.04,65,55,3
1809600,1809600,755.91,612.1,65,1332.62,0.81,16.13,547.04,65,55,3
1809900,1809900,756.05,612.21,65,1332.62,0.81,16.05,547.04,65,55,3
1810200,1810200,756.18,612.32,65,1332.62,0.81,15.97,547.04,65,55,3
1810500,1810500,756.31,612.43,65,1332.62,0.81,15.88,547.04,65,55,3
1810800,1810800,756.43,612.52,65,1332.62,0.81,15.8,547.04,65,55,3
1811100,1811100,756.81,612.83,65,1332.62,0.81,15.73,546.98,65,55,3
1811400,1811400,756.98,612.97,65,1332.62,0.81,15.65,546.91,65,55,3
1811700,1811700,757.01,613,65,1332.62,0.81,15.58,546.84,65,55,3
1812000,1812000,756.99,612.98,65,1332.62,0.81,15.5,546.78,65.01,55,3
1812300,1812300,756.98,612.97,65.01,1332.62,0.81,15.43,546.71,65.01,55,3
1812600,1812600,757.04,613.02,65.01,1332.62,0.81,15.35,546.65,65.01,55,3
1812900,1812900,757.12,613.09,65.01,1332.62,0.81,15.27,546.58,65.01,55,3
1813200,1813200,757.15,613.11,65.01,1332.62,0.81,15.2,546.51,65.01,55,3
1813500,1813500,757.18,613.14,65.01,1332.62,0.81,15.12,546.45,65.01,55,3
1813800,1813800,757.24,613.19,65.01,1332.62,0.81,15.05,546.38,65.01,55,3
1814100,1814100,757.37,613.29,65.01,1332.62,0.81,14.97,546.31,65.02,55,3
1814400,1814400,757.6,613.48,65.02,1332.62,0.81,14.9,546.25,65.02,55,3
1814700,1814700,755.15,611.47,65.02,1332.62,0.81,14.88,543.61,65.02,55,3
1815000,1815000,752.3,609.14,65.03,1332.62,0.81,14.87,540.96,65.02,55,3
1815300,1815300,749.18,606.59,65.03,1332.62,0.81,14.85,538.32,65.03,55,3
1815600,1815600,745.94,603.94,65.04,1332.62,0.81,14.83,535.68,65.03,55,3
1815900,1815900,742.71,601.29,65.04,1332.62,0.81,14.82,533.04,65.03,55,3
1816200,1816200,739.61,598.76,65.04,1332.62,0.81,14.8,530.39,65.03,55,3
1816500,1816500,736.55,596.25,65.05,1332.62,0.81,14.78,527.75,65.04,55,3
1816800,1816800,733.33,593.62,65.05,1332.62,0.81,14.77,525.11,65.04,55,3
1817100,1817100,730.12,590.99,65.06,1332.62,0.81,14.75,522.47,65.04,55,3
1817400,1817400,727.03,588.47,65.06,1332.62,0.81,14.73,519.82,65.04,55,3
1817700,1817700,724.22,586.16,65.06,1332.62,0.81,14.72,517.18,65.05,55,3
1818000,1818000,721.8,584.19,65.07,1332.62,0.81,14.7,514.54,65.05,55,3
1818300,1818300,719.83,582.57,65.07,1332.62,0.81,14.68,513.79,65.05,55,3
1818600,1818600,718.51,581.5,65.08,1332.62,0.81,14.65,513.04,65.06,55,3
1818900,1818900,717.63,580.78,65.08,1332.62,0.81,14.63,512.29,65.06,55,3
1819200,1819200,716.96,580.23,65.08,1332.62,0.81,14.6,511.54,65.07,55,3
1819500,1819500,716.26,579.65,65.09,1332.62,0.81,14.57,510.79,65.07,55,3
1819800,1819800,715.3,578.87,65.09,1332.62,0.81,14.55,510.04,65.07,55,3
1820100,1820100,714.33,578.08,65.09,1332.62,0.81,14.52,509.29,65.08,55,3
1820400,1820400,713.34,577.26,65.1,1332.62,0.81,14.5,508.54,65.08,55,3
1820700,1820700,712.39,576.49,65.1,1332.62,0.81,14.47,507.79,65.09,55,3
1821000,1821000,711.58,575.83,65.1,1332.62,0.81,14.45,507.04,65.09,55,3
1821300,1821300,711.02,575.37,65.11,1332.62,0.81,14.42,506.29,65.1,55,3
1821600,1821600,710.8,575.19,65.11,1332.62,0.81,14.4,505.54,65.1,55,3
1821900,1821900,708.82,573.57,65.11,1332.62,0.81,14.39,505.16,65.1,55,3
1822200,1822200,707.78,572.72,65.11,1332.62,0.81,14.38,504.79,65.1,55,3
1822500,1822500,707.35,572.37,65.11,1332.62,0.81,14.37,504.41,65.1,55,3
1822800,1822800,707.21,572.25,65.11,1332.62,0.81,14.37,504.04,65.11,55,3
1823100,1823100,707.02,572.1,65.12,1332.62,0.81,14.36,503.66,65.11,55,3
1823400,1823400,706.48,571.66,65.12,1332.62,0.81,14.35,503.28,65.11,55,3
1823700,1823700,705.89,571.18,65.12,1332.62,0.81,14.34,502.91,65.11,55,3
1824000,1824000,705.37,570.75,65.12,1332.62,0.81,14.33,502.53,65.11,55,3
1824300,1824300,704.89,570.36,65.12,1332.62,0.81,14.33,502.16,65.11,55,3
1824600,1824600,704.47,570.02,65.12,1332.62,0.81,14.32,501.78,65.11,55,3
1824900,1824900,704.15,569.75,65.12,1332.62,0.81,14.31,501.4,65.12,55,3
1825200,1825200,703.94,569.58,65.12,1332.62,0.81,14.3,501.03,65.12,55,3
1825500,1825500,705.37,570.75,65.12,1332.62,0.81,14.29,502.92,65.12,55,3
1825800,1825800,707.3,572.33,65.12,1332.62,0.81,14.28,504.81,65.12,55,3
1826100,1826100,709.57,574.19,65.12,1332.62,0.81,14.28,506.7,65.12,55,3
1826400,1826400,712,576.17,65.12,1332.62,0.81,14.27,508.6,65.12,55,3
1826700,1826700,714.41,578.14,65.12,1332.62,0.81,14.26,510.49,65.12,55,3
1827000,1827000,716.63,579.96,65.12,1332.62,0.81,14.25,512.38,65.12,55,3
1827300,1827300,718.84,581.76,65.12,1332.62,0.81,14.24,514.27,65.13,55,3
1827600,1827600,721.1,583.61,65.12,1332.62,0.81,14.23,516.17,65.13,55,3
1827900,1827900,723.39,585.48,65.12,1332.62,0.81,14.23,518.06,65.13,55,3
1828200,1828200,725.67,587.35,65.12,1332.62,0.81,14.22,519.95,65.13,55,3
1828500,1828500,727.93,589.2,65.12,1332.62,0.81,14.21,521.84,65.13,55,3
1828800,1828800,730.15,591.01,65.12,1332.62,0.81,14.2,523.73,65.13,55,3
1829100,1829100,732.28,592.76,65.12,1332.62,0.81,14.2,525.69,65.13,55,3
1829400,1829400,734.56,594.62,65.12,1332.62,0.81,14.2,527.64,65.13,55,3
1829700,1829700,736.91,596.55,65.12,1332.62,0.81,14.2,529.59,65.13,55,3
1830000,1830000,739.31,598.51,65.12,1332.62,0.81,14.2,531.54,65.13,55,3
1830300,1830300,741.7,600.47,65.12,1332.62,0.81,14.2,533.49,65.13,55,3
1830600,1830600,744.05,602.39,65.12,1332.62,0.81,14.2,535.44,65.13,55,3
1830900,1830900,746.39,604.3,65.12,1332.62,0.81,14.2,537.39,65.13,55,3
1831200,1831200,748.77,606.25,65.12,1332.62,0.81,14.2,539.34,65.13,55,3
1831500,1831500,751.16,608.21,65.12,1332.62,0.81,14.2,541.29,65.13,55,3
1831800,1831800,753.5,610.12,65.12,1332.62,0.81,14.2,543.24,65.13,55,3
1832100,1832100,755.74,611.95,65.12,1332.62,0.81,14.2,545.19,65.13,55,3
1832400,1832400,757.83,613.67,65.12,1332.62,0.81,14.2,547.14,65.13,55,3
1832700,1832700,758.05,613.85,65.11,1332.62,0.81,14.22,547.14,65.13,55,3
1833000,1833000,758.15,613.93,65.11,1332.62,0.81,14.23,547.14,65.13,55,3
1833300,1833300,758.17,613.95,65.11,1332.62,0.81,14.25,547.13,65.12,55,3
1833600,1833600,758.15,613.93,65.11,1332.62,0.81,14.27,547.13,65.12,55,3
1833900,1833900,758.13,613.91,65.11,1332.62,0.81,14.28,547.12,65.12,55,3
1834200,1834200,758.15,613.93,65.11,1332.62,0.81,14.3,547.12,65.12,55,3
1834500,1834500,758.16,613.94,65.11,1332.62,0.81,14.32,547.12,65.11,55,3
1834800,1834800,758.21,613.98,65.1,1332.62,0.81,14.33,547.11,65.11,55,3
1835100,1835100,758.24,614,65.1,1332.62,0.81,14.35,547.11,65.11,55,3
1835400,1835400,758.19,613.96,65.1,1332.62,0.81,14.37,547.1,65.11,55,3
1835700,1835700,758.01,613.81,65.1,1332.62,0.81,14.38,547.1,65.1,55,3
1836000,1836000,757.62,613.5,65.1,1332.62,0.81,14.4,547.09,65.1,55,3
1836300,1836300,756.85,612.87,65.09,1332.62,0.81,14.46,547.08,65.09,55,3
1836600,1836600,756.5,612.58,65.08,1332.62,0.81,14.52,547.07,65.08,55,3
1836900,1836900,756.41,612.5,65.07,1332.62,0.81,14.57,547.06,65.08,55,3
1837200,1837200,756.44,612.53,65.06,1332.62,0.81,14.63,547.05,65.07,55,3
1837500,1837500,756.46,612.55,65.06,1332.62,0.81,14.69,547.03,65.06,55,3
1837800,1837800,756.31,612.42,65.05,1332.62,0.81,14.75,547.02,65.05,55,3
1838100,1838100,756.12,612.27,65.04,1332.62,0.81,14.81,547.01,65.04,55,3
1838400,1838400,756.12,612.27,65.03,1332.62,0.81,14.87,547,65.03,55,3
1838700,1838700,756.1,612.25,65.02,1332.62,0.81,14.92,546.99,65.03,55,3
1839000,1839000,755.88,612.07,65.02,1332.62,0.81,14.98,546.97,65.02,55,3
1839300,1839300,755.25,611.55,65.01,1332.62,0.81,15.04,546.96,65.01,55,3
1839600,1839600,754,610.53,65,1332.62,0.81,15.1,546.95,65,55,3
1839900,1839900,757.14,613.11,65,1332.62,0.81,15.1,546.95,65,55,3
1840200,1840200,758.34,614.08,65,1332.62,0.81,15.1,546.95,65,55,3
1840500,1840500,758.26,614.02,65,1332.62,0.81,15.1,546.95,65,55,3
1840800,1840800,757.6,613.48,65,1332.62,0.81,15.1,546.95,65,55,3
1841100,1841100,757.02,613.01,65,1332.62,0.81,15.1,546.95,65,55,3
1841400,1841400,757.2,613.15,65,1332.62,0.81,15.1,546.95,65,55,3
1841700,1841700,757.47,613.38,65,1332.62,0.81,15.1,546.95,65,55,3
1842000,1842000,757.56,613.44,65,1332.62,0.81,15.1,546.95,65,55,3
1842300,1842300,757.56,613.45,65,1332.62,0.81,15.1,546.95,65,55,3
1842600,1842600,757.53,613.42,65,1332.62,0.81,15.1,546.95,65,55,3
1842900,1842900,757.5,613.4,65,1332.62,0.81,15.1,546.95,65,55,3
1843200,1843200,757.51,613.4,65,1332.62,0.81,15.1,546.95,65,55,3
1843500,1843500,757.39,613.31,65,1332.62,0.81,15.21,546.95,65,55,3
1843800,1843800,757.24,613.19,65,1332.62,0.81,15.32,546.95,65,55,3
1844100,1844100,757.07,613.05,65,1332.62,0.81,15.42,546.95,65,55,3
1844400,1844400,756.89,612.9,65,1332.62,0.81,15.53,546.95,65,55,3
1844700,1844700,756.71,612.75,65,1332.62,0.81,15.64,546.95,65,55,3
1845000,1845000,756.54,612.61,65,1332.62,0.81,15.75,546.95,65,55,3
1845300,1845300,756.38,612.48,65,1332.62,0.81,15.86,546.95,65,55,3
1845600,1845600,756.2,612.34,65,1332.62,0.81,15.97,546.95,65,55,3
1845900,1845900,756.03,612.2,65,1332.62,0.81,16.07,546.95,65,55,3
1846200,1846200,755.86,612.06,65,1332.62,0.81,16.18,546.95,65,55,3
1846500,1846500,755.7,611.92,65,1332.62,0.81,16.29,546.95,65,55,3
1846800,1846800,755.54,611.8,65,1332.62,0.81,16.4,546.95,65,55,3
1847100,1847100,755.35,611.63,65,1332.62,0.81,16.51,546.95,65,55,3
1847400,1847400,755.16,611.48,65,1332.62,0.81,16.62,546.95,65,55,3
1847700,1847700,754.99,611.34,65,1332.62,0.81,16.72,546.95,65,55,3
1848000,1848000,754.82,611.2,65,1332.62,0.81,16.83,546.95,65,55,3
1848300,1848300,754.65,611.07,65,1332.62,0.81,16.94,546.95,65,55,3
1848600,1848600,754.47,610.92,65,1332.62,0.81,17.05,546.95,65,55,3
1848900,1848900,754.3,610.78,65,1332.62,0.81,17.16,546.95,65,55,3
1849200,1849200,754.12,610.63,65,1332.62,0.81,17.27,546.95,65,55,3
1849500,1849500,753.94,610.49,65,1332.62,0.81,17.38,546.95,65,55,3
1849800,1849800,753.77,610.35,65,1332.62,0.81,17.48,546.95,65,55,3
1850100,1850100,753.61,610.21,65,1332.62,0.81,17.59,546.95,65,55,3
1850400,1850400,753.45,610.08,65,1332.62,0.81,17.7,546.95,65,55,3
1850700,1850700,753.28,609.94,65,1332.62,0.81,17.78,546.95,65,55,3
1851000,1851000,753.13,609.82,65,1332.62,0.81,17.87,546.95,65,55,3
1851300,1851300,753,609.71,65,1332.62,0.81,17.95,546.95,65,55,3
1851600,1851600,752.87,609.61,65,1332.62,0.81,18.03,546.95,65,55,3
1851900,1851900,752.74,609.5,65,1332.62,0.81,18.12,546.95,65,55,3
1852200,1852200,752.6,609.39,65,1332.62,0.81,18.2,546.95,65,55,3
1852500,1852500,752.46,609.27,65,1332.62,0.81,18.28,546.95,65,55,3
1852800,1852800,752.32,609.16,65,1332.62,0.81,18.37,546.95,65,55,3
1853100,1853100,752.19,609.05,65,1332.62,0.81,18.45,546.95,65,55,3
1853400,1853400,752.05,608.94,65,1332.62,0.81,18.53,546.95,65,55,3
1853700,1853700,751.92,608.83,65,1332.62,0.81,18.62,546.95,65,55,3
1854000,1854000,751.8,608.74,65,1332.62,0.81,18.7,546.95,65,55,3
1854300,1854300,751.65,608.61,65,1332.62,0.81,18.78,546.95,65,55,3
1854600,1854600,751.51,608.49,65,1332.62,0.81,18.87,546.95,65,55,3
1854900,1854900,751.37,608.38,65,1332.62,0.81,18.95,546.95,65,55,3
1855200,1855200,751.24,608.27,65,1332.62,0.81,19.03,546.95,65,55,3
1855500,1855500,751.11,608.16,65,1332.62,0.81,19.12,546.95,65,55,3
1855800,1855800,750.97,608.05,65,1332.62,0.81,19.2,546.95,65,55,3
1856100,1856100,750.83,607.94,65,1332.62,0.81,19.28,546.95,65,55,3
1856400,1856400,750.69,607.83,65,1332.62,0.81,19.37,546.95,65,55,3
1856700,1856700,750.56,607.71,65,1332.62,0.81,19.45,546.95,65,55,3
1857000,1857000,750.42,607.6,65,1332.62,0.81,19.53,546.95,65,55,3
1857300,1857300,750.29,607.5,65,1332.62,0.81,19.62,546.95,65,55,3
1857600,1857600,750.17,607.4,65,1332.62,0.81,19.7,546.95,65,55,3
1857900,1857900,750.06,607.31,65,1332.62,0.81,19.75,546.95,65,55,3
1858200,1858200,749.97,607.23,65,1332.62,0.81,19.8,546.95,65,55,3
1858500,1858500,749.89,607.16,65,1332.62,0.81,19.85,546.95,65,55,3
1858800,1858800,749.81,607.1,65,1332.62,0.81,19.9,546.95,65,55,3
1859100,1859100,749.73,607.04,65,1332.62,0.81,19.95,546.95,65,55,3
1859400,1859400,749.65,606.97,65,1332.62,0.81,20,546.95,65,55,3
1859700,1859700,749.56,606.9,65,1332.62,0.81,20.05,546.95,65,55,3
1860000,1860000,749.48,606.83,65,1332.62,0.81,20.1,546.95,65,55,3
1860300,1860300,749.39,606.76,65,1332.62,0.81,20.15,546.95,65,55,3
1860600,1860600,749.31,606.7,65,1332.62,0.81,20.2,546.95,65,55,3
1860900,1860900,749.24,606.63,65,1332.62,0.81,20.25,546.95,65,55,3
1861200,1861200,749.16,606.57,65,1332.62,0.81,20.3,546.95,65,55,3
1861500,1861500,749.08,606.51,65,1332.62,0.81,20.34,546.95,65,55,3
1861800,1861800,749.01,606.44,65,1332.62,0.81,20.38,546.95,65,55,3
1862100,1862100,748.94,606.39,65,1332.62,0.81,20.43,546.95,65,55,3
1862400,1862400,748.87,606.33,65,1332.62,0.81,20.47,546.95,65,55,3
1862700,1862700,748.81,606.28,65,1332.62,0.81,20.51,546.95,65,55,3
1863000,1863000,748.74,606.22,65,1332.62,0.81,20.55,546.95,65,55,3
1863300,1863300,748.67,606.17,65,1332.62,0.81,20.59,546.95,65,55,3
1863600,1863600,748.6,606.11,65,1332.62,0.81,20.63,546.95,65,55,3
1863900,1863900,748.53,606.05,65,1332.62,0.81,20.68,546.95,65,55,3
1864200,1864200,748.46,606,65,1332.62,0.81,20.72,546.95,65,55,3
1864500,1864500,748.4,605.95,65,1332.62,0.81,20.76,546.95,65,55,3
1864800,1864800,748.34,605.9,65,1332.62,0.81,20.8,546.95,65,55,3
1865100,1865100,748.27,605.84,65,1332.62,0.81,20.83,546.95,65,55,3
1865400,1865400,748.21,605.79,65,1332.62,0.81,20.87,546.95,65,55,3
1865700,1865700,748.15,605.75,65,1332.62,0.81,20.9,546.95,65,55,3
1866000,1866000,748.1,605.7,65,1332.62,0.81,20.93,546.95,65,55,3
1866300,1866300,748.05,605.66,65,1332.62,0.81,20.97,546.95,65,55,3
1866600,1866600,747.99,605.62,65,1332.62,0.81,21,546.95,65,55,3
1866900,1866900,747.94,605.57,65,1332.62,0.81,21.03,546.95,65,55,3
1867200,1867200,747.88,605.52,65,1332.62,0.81,21.07,546.95,65,55,3
1867500,1867500,747.83,605.48,65,1332.62,0.81,21.1,546.95,65,55,3
1867800,1867800,747.77,605.44,65,1332.62,0.81,21.13,546.95,65,55,3
1868100,1868100,747.72,605.39,65,1332.62,0.81,21.17,546.95,65,55,3
1868400,1868400,747.67,605.35,65,1332.62,0.81,21.2,546.95,65,55,3
1868700,1868700,747.63,605.32,65,1332.62,0.81,21.22,546.95,65,55,3
1869000,1869000,747.6,605.29,65,1332.62,0.81,21.23,546.95,65,55,3
1869300,1869300,747.57,605.27,65,1332.62,0.81,21.25,546.95,65,55,3
1869600,1869600,747.55,605.25,65,1332.62,0.81,21.27,546.95,65,55,3
1869900,1869900,747.52,605.23,65,1332.62,0.81,21.28,546.95,65,55,3
1870200,1870200,747.49,605.21,65,1332.62,0.81,21.3,546.95,65,55,3
1870500,1870500,747.46,605.18,65,1332.62,0.81,21.32,546.95,65,55,3
1870800,1870800,747.43,605.16,65,1332.62,0.81,21.33,546.95,65,55,3
1871100,1871100,747.41,605.14,65,1332.62,0.81,21.35,546.95,65,55,3
1871400,1871400,747.38,605.11,65,1332.62,0.81,21.37,546.95,65,55,3
1871700,1871700,747.35,605.09,65,1332.62,0.81,21.38,546.95,65,55,3
1872000,1872000,747.33,605.07,65,1332.62,0.81,21.4,546.95,65,55,3
1872300,1872300,747.33,605.07,65,1332.62,0.81,21.39,546.95,65,55,3
1872600,1872600,747.34,605.08,65,1332.62,0.81,21.38,546.95,65,55,3
1872900,1872900,747.35,605.09,65,1332.62,0.81,21.37,546.95,65,55,3
1873200,1873200,747.36,605.1,65,1332.62,0.81,21.37,546.95,65,55,3
1873500,1873500,747.38,605.11,65,1332.62,0.81,21.36,546.95,65,55,3
1873800,1873800,747.39,605.12,65,1332.62,0.81,21.35,546.95,65,55,3
1874100,1874100,747.4,605.13,65,1332.62,0.81,21.34,546.95,65,55,3
1874400,1874400,747.41,605.14,65,1332.62,0.81,21.33,546.95,65,55,3
1874700,1874700,747.43,605.15,65,1332.62,0.81,21.33,546.95,65,55,3
1875000,1875000,747.44,605.16,65,1332.62,0.81,21.32,546.95,65,55,3
1875300,1875300,747.45,605.17,65,1332.62,0.81,21.31,546.95,65,55,3
1875600,1875600,747.46,605.18,65,1332.62,0.81,21.3,546.95,65,55,3
1875900,1875900,747.5,605.21,65,1332.62,0.81,21.28,546.95,65,55,3
1876200,1876200,747.54,605.24,65,1332.62,0.81,21.25,546.95,65,55,3
1876500,1876500,747.58,605.27,65,1332.62,0.81,21.23,546.95,65,55,3
1876800,1876800,747.62,605.31,65,1332.62,0.81,21.2,546.95,65,55,3
1877100,1877100,747.66,605.34,65,1332.62,0.81,21.18,546.95,65,55,3
1877400,1877400,747.7,605.37,65,1332.62,0.81,21.15,546.95,65,55,3
1877700,1877700,747.74,605.41,65,1332.62,0.81,21.13,546.95,65,55,3
1878000,1878000,747.78,605.44,65,1332.62,0.81,21.1,546.95,65,55,3
1878300,1878300,747.82,605.47,65,1332.62,0.81,21.07,546.95,65,55,3
1878600,1878600,747.86,605.5,65,1332.62,0.81,21.05,546.95,65,55,3
1878900,1878900,747.89,605.53,65,1332.62,0.81,21.02,546.95,65,55,3
1879200,1879200,747.93,605.56,65,1332.62,0.81,21,546.95,65,55,3
1879500,1879500,748,605.62,65,1332.62,0.81,20.96,546.95,65,55,3
1879800,1879800,748.06,605.67,65,1332.62,0.81,20.92,546.95,65,55,3
1880100,1880100,748.13,605.73,65,1332.62,0.81,20.87,546.95,65,55,3
1880400,1880400,748.2,605.78,65,1332.62,0.81,20.83,546.95,65,55,3
1880700,1880700,748.26,605.84,65,1332.62,0.81,20.79,546.95,65,55,3
1881000,1881000,748.33,605.89,65,1332.62,0.81,20.75,546.95,65,55,3
1881300,1881300,748.4,605.95,65,1332.62,0.81,20.71,546.95,65,55,3
1881600,1881600,748.47,606,65,1332.62,0.81,20.67,546.95,65,55,3
1881900,1881900,748.53,606.06,65,1332.62,0.81,20.62,546.95,65,55,3
1882200,1882200,748.6,606.11,65,1332.62,0.81,20.58,546.95,65,55,3
1882500,1882500,748.66,606.16,65,1332.62,0.81,20.54,546.95,65,55,3
1882800,1882800,748.72,606.21,65,1332.62,0.81,20.5,546.95,65,55,3
1883100,1883100,748.82,606.29,65,1332.62,0.81,20.44,546.95,65,55,3
1883400,1883400,748.92,606.37,65,1332.62,0.81,20.38,546.95,65,55,3
1883700,1883700,749.01,606.45,65,1332.62,0.81,20.32,546.95,65,55,3
1884000,1884000,749.1,606.52,65,1332.62,0.81,20.27,546.95,65,55,3
1884300,1884300,749.2,606.6,65,1332.62,0.81,20.21,546.95,65,55,3
1884600,1884600,749.29,606.68,65,1332.62,0.81,20.15,546.95,65,55,3
1884900,1884900,749.38,606.75,65,1332.62,0.81,20.09,546.95,65,55,3
1885200,1885200,749.48,606.83,65,1332.62,0.81,20.03,546.95,65,55,3
1885500,1885500,749.58,606.91,65,1332.62,0.81,19.98,546.95,65,55,3
1885800,1885800,749.67,606.99,65,1332.62,0.81,19.92,546.95,65,55,3
1886100,1886100,749.76,607.06,65,1332.62,0.81,19.86,546.95,65,55,3
1886400,1886400,749.84,607.13,65,1332.62,0.81,19.8,546.95,65,55,3
1886700,1886700,749.94,607.21,65,1332.62,0.81,19.75,546.95,65,55,3
1887000,1887000,750.03,607.28,65,1332.62,0.81,19.7,546.95,65,55,3
1887300,1887300,750.11,607.35,65,1332.62,0.81,19.65,546.95,65,55,3
1887600,1887600,750.19,607.41,65,1332.62,0.81,19.6,546.95,65,55,3
1887900,1887900,750.26,607.47,65,1332.62,0.81,19.55,546.95,65,55,3
1888200,1888200,750.35,607.54,65,1332.62,0.81,19.5,546.95,65,55,3
1888500,1888500,750.43,607.61,65,1332.62,0.81,19.45,546.95,65,55,3
1888800,1888800,750.51,607.68,65,1332.62,0.81,19.4,546.95,65,55,3
1889100,1889100,750.59,607.74,65,1332.62,0.81,19.35,546.95,65,55,3
1889400,1889400,750.67,607.81,65,1332.62,0.81,19.3,546.95,65,55,3
1889700,1889700,750.75,607.87,65,1332.62,0.81,19.25,546.95,65,55,3
1890000,1890000,750.82,607.93,65,1332.62,0.81,19.2,546.95,65,55,3
1890300,1890300,751,608.08,65,1332.62,0.81,19.08,546.95,65,55,3
